dec 20/15:20:50.478 DEBUG2 : 		

StartSession()

dec 20/15:20:50.478 INFO   : Debug Log(info): Loading the I-jet driver
dec 20/15:20:52.487 DEBUG2 : 		LowLevelGo(core 0): errNo == ERR_OK, cpu status = not running, not sleeping, cpu power = 1 --> Exit LowLevelGo loop
dec 20/15:20:52.487 DEBUG2 : 		LowLevelGo(core 0): Setting single mIsExecuting[0] = false [multi == false]
dec 20/15:20:52.487 DEBUG2 : 		LowLevelGo(core 0): CPU core 0 is now stopped, after 392 polls in 0.16s
dec 20/15:20:52.487 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x280200cc, 2 bytes [by 2] = [ fe e7 ])
dec 20/15:20:52.487 DEBUG2 : 		  GetStopBreaks(): BreakGetAttr(bank 0, count 1, addr 0x280200cc, attr <0x20405: CPUMODE(THUMB) | SIGEMU_BRK_ATTR_SET | SIGEMU_BRK_ATTR_SW | SIGEMU_BRK_ATTR_LITTLEENDIAN>)
dec 20/15:20:52.487 DEBUG2 : 		LowLevelGo(core 0): Stopped at breakpoint
dec 20/15:20:52.487 DEBUG2 : 		<- LowLevelGo(core 0)
dec 20/15:20:52.487 DEBUG2 : 		PlDriver::Go(core 0): goStatus = 0
dec 20/15:20:52.487 DEBUG2 : 		ISigPcSampler::GetSample(SIGAPIARM_SAMPLE_CYCLE) = 0x2879a32
dec 20/15:20:52.487 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x2803fe28, 20 bytes [by 0] = [ 00 00 00 00 00 00 00 00 ... ])
dec 20/15:20:52.487 DEBUG2 : 		  WritePostCache(): MemWrite(core 0, 0:0x28020900, 98304 bytes [by 0] = [ 00 00 06 28 e1 90 0b 10 ... ])
dec 20/15:20:52.693 DEBUG2 : 		  WritePostCache(): MemWrite(core 0, 0:0x2803fe28, 20 bytes [by 0] = [ 00 00 08 10 00 80 01 00 ... ])
dec 20/15:20:52.693 DEBUG2 : 		Write reg 1 of 1: PC[0x1f0] = 0x28020858 (671221848)
dec 20/15:20:52.693 DEBUG2 : 		CpuRegSet(Core 0, 15, 671221848)
dec 20/15:20:52.693 DEBUG2 : 		CpuRegGet(Core 0, XPSR ->16) = 0x61000000 (1627389952)
dec 20/15:20:52.693 DEBUG2 : 		CpuRegSet(Core 0, XPSR ->16) = 0x61000000 (1627389952)
dec 20/15:20:52.693 DEBUG2 : 		PlDriver::Go(core 0): mIsExecuting[0] = true
dec 20/15:20:52.693 DEBUG2 : 		-> LowLevelGo(core 0)
dec 20/15:20:52.693 DEBUG2 : 		CpuRegGet(Core 0, PC ->15) = 0x28020858 (671221848)
dec 20/15:20:52.693 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x28020858, 2 bytes [by 2] = [ ff f7 ])
dec 20/15:20:52.693 DEBUG2 : 		  LowLevelGo(core 0) [multi = false], CpuStatus(): Core 0: CpuStatus(status = <0x1: CPU_STATUS_MPOWER>) = 0
dec 20/15:20:52.693 DEBUG2 : 		Core 0:   LowLevelGo(core 0) [multi = false], CpuGo()
dec 20/15:20:52.818 DEBUG2 : 		CpuRegGet(Core 0, PC -> 15) = 0x280200cc (671219916)
dec 20/15:20:52.818 DEBUG2 : 		LowLevelGo(core 0): errNo == ERR_OK, cpu status = not running, not sleeping, cpu power = 1 --> Exit LowLevelGo loop
dec 20/15:20:52.818 DEBUG2 : 		LowLevelGo(core 0): Setting single mIsExecuting[0] = false [multi == false]
dec 20/15:20:52.818 DEBUG2 : 		LowLevelGo(core 0): CPU core 0 is now stopped, after 276 polls in 0.111s
dec 20/15:20:52.818 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x280200cc, 2 bytes [by 2] = [ fe e7 ])
dec 20/15:20:52.818 DEBUG2 : 		  GetStopBreaks(): BreakGetAttr(bank 0, count 1, addr 0x280200cc, attr <0x20405: CPUMODE(THUMB) | SIGEMU_BRK_ATTR_SET | SIGEMU_BRK_ATTR_SW | SIGEMU_BRK_ATTR_LITTLEENDIAN>)
dec 20/15:20:52.818 DEBUG2 : 		LowLevelGo(core 0): Stopped at breakpoint
dec 20/15:20:52.818 DEBUG2 : 		<- LowLevelGo(core 0)
dec 20/15:20:52.818 DEBUG2 : 		PlDriver::Go(core 0): goStatus = 0
dec 20/15:20:52.818 DEBUG2 : 		ISigPcSampler::GetSample(SIGAPIARM_SAMPLE_CYCLE) = 0x41e59c8
dec 20/15:20:52.818 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x2803fe28, 20 bytes [by 0] = [ 00 00 08 10 00 00 00 00 ... ])
dec 20/15:20:52.818 DEBUG2 : 		  WritePostCache(): MemWrite(core 0, 0:0x28020900, 24 bytes [by 0] = [ 00 80 09 10 00 80 00 00 ... ])
dec 20/15:20:52.818 DEBUG2 : 		  WritePostCache(): MemWrite(core 0, 0:0x2803fe28, 20 bytes [by 0] = [ 00 00 00 00 03 00 00 00 ... ])
dec 20/15:20:52.818 DEBUG2 : 		Write reg 1 of 1: PC[0x1f0] = 0x28020860 (671221856)
dec 20/15:20:52.818 DEBUG2 : 		CpuRegSet(Core 0, 15, 671221856)
dec 20/15:20:52.818 DEBUG2 : 		CpuRegGet(Core 0, XPSR ->16) = 0x61000000 (1627389952)
dec 20/15:20:52.818 DEBUG2 : 		CpuRegSet(Core 0, XPSR ->16) = 0x61000000 (1627389952)
dec 20/15:20:52.818 DEBUG2 : 		PlDriver::Go(core 0): mIsExecuting[0] = true
dec 20/15:20:52.818 DEBUG2 : 		-> LowLevelGo(core 0)
dec 20/15:20:52.818 DEBUG2 : 		CpuRegGet(Core 0, PC ->15) = 0x28020860 (671221856)
dec 20/15:20:52.818 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x28020860, 2 bytes [by 2] = [ ff f7 ])
dec 20/15:20:52.818 DEBUG2 : 		  LowLevelGo(core 0) [multi = false], CpuStatus(): Core 0: CpuStatus(status = <0x1: CPU_STATUS_MPOWER>) = 0
dec 20/15:20:52.818 DEBUG2 : 		Core 0:   LowLevelGo(core 0) [multi = false], CpuGo()
dec 20/15:20:52.975 DEBUG2 : 		CpuRegGet(Core 0, PC -> 15) = 0x280200cc (671219916)
dec 20/15:20:52.975 DEBUG2 : 		LowLevelGo(core 0): errNo == ERR_OK, cpu status = not running, not sleeping, cpu power = 1 --> Exit LowLevelGo loop
dec 20/15:20:52.975 DEBUG2 : 		LowLevelGo(core 0): Setting single mIsExecuting[0] = false [multi == false]
dec 20/15:20:52.975 DEBUG2 : 		LowLevelGo(core 0): CPU core 0 is now stopped, after 375 polls in 0.152s
dec 20/15:20:52.975 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x280200cc, 2 bytes [by 2] = [ fe e7 ])
dec 20/15:20:52.975 DEBUG2 : 		  GetStopBreaks(): BreakGetAttr(bank 0, count 1, addr 0x280200cc, attr <0x20405: CPUMODE(THUMB) | SIGEMU_BRK_ATTR_SET | SIGEMU_BRK_ATTR_SW | SIGEMU_BRK_ATTR_LITTLEENDIAN>)
dec 20/15:20:52.975 DEBUG2 : 		LowLevelGo(core 0): Stopped at breakpoint
dec 20/15:20:52.975 DEBUG2 : 		<- LowLevelGo(core 0)
dec 20/15:20:52.975 DEBUG2 : 		PlDriver::Go(core 0): goStatus = 0
dec 20/15:20:52.991 DEBUG2 : 		ISigPcSampler::GetSample(SIGAPIARM_SAMPLE_CYCLE) = 0x64d0235
dec 20/15:20:52.991 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x2803fe28, 20 bytes [by 0] = [ 00 00 00 00 00 00 00 00 ... ])
dec 20/15:20:52.991 DEBUG2 : 		  WritePostCache(): MemWrite(core 0, 0:0x28020900, 98304 bytes [by 0] = [ 2e 09 08 8d 6e 1a c2 74 ... ])
dec 20/15:20:53.181 DEBUG2 : 		  WritePostCache(): MemWrite(core 0, 0:0x2803fe28, 20 bytes [by 0] = [ 00 80 09 10 00 80 01 00 ... ])
dec 20/15:20:53.181 DEBUG2 : 		Write reg 1 of 1: PC[0x1f0] = 0x28020858 (671221848)
dec 20/15:20:53.181 DEBUG2 : 		CpuRegSet(Core 0, 15, 671221848)
dec 20/15:20:53.181 DEBUG2 : 		CpuRegGet(Core 0, XPSR ->16) = 0x61000000 (1627389952)
dec 20/15:20:53.181 DEBUG2 : 		CpuRegSet(Core 0, XPSR ->16) = 0x61000000 (1627389952)
dec 20/15:20:53.181 DEBUG2 : 		PlDriver::Go(core 0): mIsExecuting[0] = true
dec 20/15:20:53.181 DEBUG2 : 		-> LowLevelGo(core 0)
dec 20/15:20:53.181 DEBUG2 : 		CpuRegGet(Core 0, PC ->15) = 0x28020858 (671221848)
dec 20/15:20:53.181 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x28020858, 2 bytes [by 2] = [ ff f7 ])
dec 20/15:20:53.181 DEBUG2 : 		  LowLevelGo(core 0) [multi = false], CpuStatus(): Core 0: CpuStatus(status = <0x1: CPU_STATUS_MPOWER>) = 0
dec 20/15:20:53.181 DEBUG2 : 		Core 0:   LowLevelGo(core 0) [multi = false], CpuGo()
dec 20/15:20:53.306 DEBUG2 : 		CpuRegGet(Core 0, PC -> 15) = 0x280200cc (671219916)
dec 20/15:20:53.306 DEBUG2 : 		LowLevelGo(core 0): errNo == ERR_OK, cpu status = not running, not sleeping, cpu power = 1 --> Exit LowLevelGo loop
dec 20/15:20:53.306 DEBUG2 : 		LowLevelGo(core 0): Setting single mIsExecuting[0] = false [multi == false]
dec 20/15:20:53.306 DEBUG2 : 		LowLevelGo(core 0): CPU core 0 is now stopped, after 268 polls in 0.111s
dec 20/15:20:53.306 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x280200cc, 2 bytes [by 2] = [ fe e7 ])
dec 20/15:20:53.306 DEBUG2 : 		  GetStopBreaks(): BreakGetAttr(bank 0, count 1, addr 0x280200cc, attr <0x20405: CPUMODE(THUMB) | SIGEMU_BRK_ATTR_SET | SIGEMU_BRK_ATTR_SW | SIGEMU_BRK_ATTR_LITTLEENDIAN>)
dec 20/15:20:53.306 DEBUG2 : 		LowLevelGo(core 0): Stopped at breakpoint
dec 20/15:20:53.306 DEBUG2 : 		<- LowLevelGo(core 0)
dec 20/15:20:53.306 DEBUG2 : 		PlDriver::Go(core 0): goStatus = 0
dec 20/15:20:53.313 DEBUG2 : 		ISigPcSampler::GetSample(SIGAPIARM_SAMPLE_CYCLE) = 0x7e3bf8d
dec 20/15:20:53.313 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x2803fe28, 20 bytes [by 0] = [ 00 80 09 10 00 00 00 00 ... ])
dec 20/15:20:53.313 DEBUG2 : 		  WritePostCache(): MemWrite(core 0, 0:0x28020900, 16 bytes [by 0] = [ 00 00 0b 10 00 80 00 00 ... ])
dec 20/15:20:53.313 DEBUG2 : 		  WritePostCache(): MemWrite(core 0, 0:0x2803fe28, 20 bytes [by 0] = [ 00 00 00 00 02 00 00 00 ... ])
dec 20/15:20:53.313 DEBUG2 : 		Write reg 1 of 1: PC[0x1f0] = 0x28020860 (671221856)
dec 20/15:20:53.313 DEBUG2 : 		CpuRegSet(Core 0, 15, 671221856)
dec 20/15:20:53.313 DEBUG2 : 		CpuRegGet(Core 0, XPSR ->16) = 0x61000000 (1627389952)
dec 20/15:20:53.313 DEBUG2 : 		CpuRegSet(Core 0, XPSR ->16) = 0x61000000 (1627389952)
dec 20/15:20:53.313 DEBUG2 : 		PlDriver::Go(core 0): mIsExecuting[0] = true
dec 20/15:20:53.313 DEBUG2 : 		-> LowLevelGo(core 0)
dec 20/15:20:53.313 DEBUG2 : 		CpuRegGet(Core 0, PC ->15) = 0x28020860 (671221856)
dec 20/15:20:53.313 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x28020860, 2 bytes [by 2] = [ ff f7 ])
dec 20/15:20:53.313 DEBUG2 : 		  LowLevelGo(core 0) [multi = false], CpuStatus(): Core 0: CpuStatus(status = <0x1: CPU_STATUS_MPOWER>) = 0
dec 20/15:20:53.313 DEBUG2 : 		Core 0:   LowLevelGo(core 0) [multi = false], CpuGo()
dec 20/15:20:53.417 DEBUG2 : 		CpuRegGet(Core 0, PC -> 15) = 0x280200cc (671219916)
dec 20/15:20:53.417 DEBUG2 : 		LowLevelGo(core 0): errNo == ERR_OK, cpu status = not running, not sleeping, cpu power = 1 --> Exit LowLevelGo loop
dec 20/15:20:53.417 DEBUG2 : 		LowLevelGo(core 0): Setting single mIsExecuting[0] = false [multi == false]
dec 20/15:20:53.417 DEBUG2 : 		LowLevelGo(core 0): CPU core 0 is now stopped, after 241 polls in 0.097s
dec 20/15:20:53.417 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x280200cc, 2 bytes [by 2] = [ fe e7 ])
dec 20/15:20:53.417 DEBUG2 : 		  GetStopBreaks(): BreakGetAttr(bank 0, count 1, addr 0x280200cc, attr <0x20405: CPUMODE(THUMB) | SIGEMU_BRK_ATTR_SET | SIGEMU_BRK_ATTR_SW | SIGEMU_BRK_ATTR_LITTLEENDIAN>)
dec 20/15:20:53.417 DEBUG2 : 		LowLevelGo(core 0): Stopped at breakpoint
dec 20/15:20:53.417 DEBUG2 : 		<- LowLevelGo(core 0)
dec 20/15:20:53.417 DEBUG2 : 		PlDriver::Go(core 0): goStatus = 0
dec 20/15:20:53.417 DEBUG2 : 		ISigPcSampler::GetSample(SIGAPIARM_SAMPLE_CYCLE) = 0x945153a
dec 20/15:20:53.417 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x2803fe28, 20 bytes [by 0] = [ 00 00 00 00 00 00 00 00 ... ])
dec 20/15:20:53.417 DEBUG2 : 		  WritePostCache(): MemWrite(core 0, 0:0x28020900, 45056 bytes [by 0] = [ 29 00 20 00 ff f7 dc ff ... ])
dec 20/15:20:53.510 DEBUG2 : 		  WritePostCache(): MemWrite(core 0, 0:0x2803fe28, 20 bytes [by 0] = [ 00 00 0b 10 00 b0 00 00 ... ])
dec 20/15:20:53.510 DEBUG2 : 		Write reg 1 of 1: PC[0x1f0] = 0x28020858 (671221848)
dec 20/15:20:53.510 DEBUG2 : 		CpuRegSet(Core 0, 15, 671221848)
dec 20/15:20:53.510 DEBUG2 : 		CpuRegGet(Core 0, XPSR ->16) = 0x61000000 (1627389952)
dec 20/15:20:53.510 DEBUG2 : 		CpuRegSet(Core 0, XPSR ->16) = 0x61000000 (1627389952)
dec 20/15:20:53.510 DEBUG2 : 		PlDriver::Go(core 0): mIsExecuting[0] = true
dec 20/15:20:53.510 DEBUG2 : 		-> LowLevelGo(core 0)
dec 20/15:20:53.510 DEBUG2 : 		CpuRegGet(Core 0, PC ->15) = 0x28020858 (671221848)
dec 20/15:20:53.510 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x28020858, 2 bytes [by 2] = [ ff f7 ])
dec 20/15:20:53.510 DEBUG2 : 		  LowLevelGo(core 0) [multi = false], CpuStatus(): Core 0: CpuStatus(status = <0x1: CPU_STATUS_MPOWER>) = 0
dec 20/15:20:53.510 DEBUG2 : 		Core 0:   LowLevelGo(core 0) [multi = false], CpuGo()
dec 20/15:20:53.574 DEBUG2 : 		CpuRegGet(Core 0, PC -> 15) = 0x280200cc (671219916)
dec 20/15:20:53.574 DEBUG2 : 		LowLevelGo(core 0): errNo == ERR_OK, cpu status = not running, not sleeping, cpu power = 1 --> Exit LowLevelGo loop
dec 20/15:20:53.574 DEBUG2 : 		LowLevelGo(core 0): Setting single mIsExecuting[0] = false [multi == false]
dec 20/15:20:53.574 DEBUG2 : 		LowLevelGo(core 0): CPU core 0 is now stopped, after 126 polls in 0.051s
dec 20/15:20:53.574 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x280200cc, 2 bytes [by 2] = [ fe e7 ])
dec 20/15:20:53.574 DEBUG2 : 		  GetStopBreaks(): BreakGetAttr(bank 0, count 1, addr 0x280200cc, attr <0x20405: CPUMODE(THUMB) | SIGEMU_BRK_ATTR_SET | SIGEMU_BRK_ATTR_SW | SIGEMU_BRK_ATTR_LITTLEENDIAN>)
dec 20/15:20:53.574 DEBUG2 : 		LowLevelGo(core 0): Stopped at breakpoint
dec 20/15:20:53.574 DEBUG2 : 		<- LowLevelGo(core 0)
dec 20/15:20:53.574 DEBUG2 : 		PlDriver::Go(core 0): goStatus = 0
dec 20/15:20:53.574 DEBUG2 : 		ISigPcSampler::GetSample(SIGAPIARM_SAMPLE_CYCLE) = 0x9ff7f85
dec 20/15:20:53.574 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x2803fe28, 20 bytes [by 0] = [ 00 00 0b 10 00 00 00 00 ... ])
dec 20/15:20:53.574 DEBUG2 : 		Write reg 1 of 1: PC[0x1f0] = 0x28020868 (671221864)
dec 20/15:20:53.574 DEBUG2 : 		CpuRegSet(Core 0, 15, 671221864)
dec 20/15:20:53.574 DEBUG2 : 		CpuRegGet(Core 0, XPSR ->16) = 0x61000000 (1627389952)
dec 20/15:20:53.574 DEBUG2 : 		CpuRegSet(Core 0, XPSR ->16) = 0x61000000 (1627389952)
dec 20/15:20:53.574 DEBUG2 : 		PlDriver::Go(core 0): mIsExecuting[0] = true
dec 20/15:20:53.574 DEBUG2 : 		-> LowLevelGo(core 0)
dec 20/15:20:53.574 DEBUG2 : 		CpuRegGet(Core 0, PC ->15) = 0x28020868 (671221864)
dec 20/15:20:53.574 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x28020868, 2 bytes [by 2] = [ ff f7 ])
dec 20/15:20:53.574 DEBUG2 : 		  LowLevelGo(core 0) [multi = false], CpuStatus(): Core 0: CpuStatus(status = <0x1: CPU_STATUS_MPOWER>) = 0
dec 20/15:20:53.574 DEBUG2 : 		Core 0:   LowLevelGo(core 0) [multi = false], CpuGo()
dec 20/15:20:53.595 DEBUG2 : 		CpuRegGet(Core 0, PC -> 15) = 0x280200cc (671219916)
dec 20/15:20:53.595 DEBUG2 : 		LowLevelGo(core 0): errNo == ERR_OK, cpu status = not running, not sleeping, cpu power = 1 --> Exit LowLevelGo loop
dec 20/15:20:53.595 DEBUG2 : 		LowLevelGo(core 0): Setting single mIsExecuting[0] = false [multi == false]
dec 20/15:20:53.595 DEBUG2 : 		LowLevelGo(core 0): CPU core 0 is now stopped, after 2 polls in 0.001s
dec 20/15:20:53.595 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x280200cc, 2 bytes [by 2] = [ fe e7 ])
dec 20/15:20:53.595 DEBUG2 : 		  GetStopBreaks(): BreakGetAttr(bank 0, count 1, addr 0x280200cc, attr <0x20405: CPUMODE(THUMB) | SIGEMU_BRK_ATTR_SET | SIGEMU_BRK_ATTR_SW | SIGEMU_BRK_ATTR_LITTLEENDIAN>)
dec 20/15:20:53.595 DEBUG2 : 		LowLevelGo(core 0): Stopped at breakpoint
dec 20/15:20:53.595 DEBUG2 : 		<- LowLevelGo(core 0)
dec 20/15:20:53.595 DEBUG2 : 		PlDriver::Go(core 0): goStatus = 0
dec 20/15:20:53.595 DEBUG2 : 		ISigPcSampler::GetSample(SIGAPIARM_SAMPLE_CYCLE) = 0x9ff806f
dec 20/15:20:53.595 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x2803fe28, 20 bytes [by 0] = [ 00 00 0b 10 00 00 00 00 ... ])
dec 20/15:20:53.595 DEBUG2 : 		CpuRegGet(Core 0, LR -> 14) = 0x28020871 (671221873)
dec 20/15:20:53.595 DEBUG2 : 		CpuRegGet(Core 0, XPSR -> 16) = 0x61000000 (1627389952)
dec 20/15:20:53.623 DEBUG2 : 		ClearCodeBreak(<0:0x280200cc>, 1 units)
dec 20/15:20:53.623 DEBUG2 : 		  ClearCodeBreak(): BreakClr(bank 0, count 1, addr 0x280200cc)
dec 20/15:20:53.623 DEBUG2 : 		<Call to _ExecDeviceFlashExit: macro undefined
dec 20/15:20:53.623 DEBUG2 : 		<Call to execUserFlashExit: macro undefined
dec 20/15:20:53.623 INFO   : Debug Log(info): Unloaded macro file: C:\Program Files\IAR Systems\Embedded Workbench 9.1\arm/config/flashloader/Infineon/FlashTVII.mac
dec 20/15:20:53.648 INFO   : Debug Log(info): Downloaded C:\T2G_Sample_Driver_Library_8.1.0\tviic2d4m\tools\iar\flash\cm7_0_mc\rev_c\Exe\cm7_0.out to flash memory.
dec 20/15:20:53.653 INFO   : Debug Log(info): 241255 bytes downloaded into FLASH (59.30 Kbytes/sec)
dec 20/15:20:53.669 DEBUG2 : 		============== Finishing flash pass
dec 20/15:20:53.669 DEBUG2 : 		============== Start loading application
dec 20/15:20:53.669 DEBUG2 : 		PrepareDownload()
dec 20/15:20:53.669 DEBUG2 : 		->   LowLevelReset(system, delay 200)
dec 20/15:20:53.669 DEBUG2 : 		>Calling Traveo2_CM7_SystemReset
dec 20/15:20:53.669 DEBUG2 : 		ISigCmdInterpreter::Execute('dap.r 0x40261244 0x01')
dec 20/15:20:53.669 DEBUG2 : 		ISigCmdInterpreter::Execute('dap.r 0x40201200 0x01')
dec 20/15:20:53.669 INFO   : Debug Log(user): DMAC: Performing system reset ...
dec 20/15:20:53.669 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror reset system')
dec 20/15:20:54.000 DEBUG2 : 		ISigCmdInterpreter::Execute('refresh')
dec 20/15:20:54.000 DEBUG2 : 		>Calling _ExecDeviceCoreConnect
dec 20/15:20:54.000 DEBUG2 : 		ISigCmdInterpreter::Execute('/noerror dap.RDPr 0')
dec 20/15:20:54.000 DEBUG2 : 		ISigCmdInterpreter::Execute('dap.APr 0 0x1')
dec 20/15:20:54.000 DEBUG2 : 		<Call to _ExecDeviceCoreConnect completed successfully
dec 20/15:20:54.000 DEBUG2 : 		<Call to execUserCoreConnect: macro undefined
dec 20/15:20:54.094 INFO   : Connecting to TAP#0 DAP AHB-AP port 0x2 (IDR=0x8477'0001).

dec 20/15:20:54.094 INFO   : Recognized CPUID=0x411fc272 Cortex-M7 r1p2 arch ARMv7-M

dec 20/15:20:54.094 INFO   : Set cacheable access on AHB-AP port 2 (HPROT=0xeb000000).

dec 20/15:20:54.094 INFO   : Debug resources: 8 instruction comparators, 4 data watchpoints.

dec 20/15:20:54.109 DEBUG2 : 		ISigCmdInterpreter::Execute('refresh')
dec 20/15:20:54.109 DEBUG2 : 		ISigCmdInterpreter::Execute('dap.r 0x40261244 0x01')
dec 20/15:20:54.109 DEBUG2 : 		ISigCmdInterpreter::Execute('dap.r 0x40201200 0x01')
dec 20/15:20:54.109 DEBUG2 : 		ISigCmdInterpreter::Execute('dap.r 0x4020000c 0x01')
dec 20/15:20:54.109 DEBUG2 : 		ISigCmdInterpreter::Execute('stop')
dec 20/15:20:54.109 DEBUG2 : 		<Call to Traveo2_CM7_SystemReset completed successfully
dec 20/15:20:54.109 DEBUG2 : 		ISigPcSampler::GetSample(SIGAPIARM_SAMPLE_CYCLE) = 0xa034104
dec 20/15:20:54.109 DEBUG2 : 		<-   LowLevelReset(system, delay 200)
dec 20/15:20:54.168 DEBUG2 : 		ClearCodeBreak(<9:0xf000000000000000>, 1 units)
dec 20/15:20:54.170 DEBUG2 : 		>Calling _ExecDevicePreload
dec 20/15:20:54.172 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x40240000, 4 bytes [by 4] = [ 01 00 01 01 ])
dec 20/15:20:54.172 DEBUG2 : 		<Call to _ExecDevicePreload completed successfully
dec 20/15:20:54.172 DEBUG2 : 		<Call to execUserPreload: macro undefined
dec 20/15:20:56.125 INFO   : Debug Log(info): Loaded debugee: C:\T2G_Sample_Driver_Library_8.1.0\tviic2d4m\tools\iar\flash\cm7_0_mc\rev_c\Exe\cm7_0.out
dec 20/15:20:56.157 DEBUG2 : 		-------------- Download, suppress = 1
dec 20/15:20:56.157 DEBUG2 : 		StopDownload()
dec 20/15:20:56.157 DEBUG2 : 		VectorCatchGet(core 0, allowed mask 0xff, current mask 0x0)
dec 20/15:20:56.157 DEBUG2 : 		VectorCatchSet(core 0, mask 0x1fe)
dec 20/15:20:56.408 INFO   : Debug Log(info): LowLevelReset(software, delay 200)
dec 20/15:20:56.408 INFO   : Debug Log(info): LowLevelReset(system, delay 200)
dec 20/15:20:56.408 INFO   : Debug Log(info): Calling reset script: Traveo2_CM7_SystemReset
dec 20/15:20:56.408 INFO   : Debug Log(info): Connecting to TAP#0 DAP AHB-AP port 0x2 (IDR=0x8477'0001).

dec 20/15:20:56.408 INFO   : Debug Log(info): Recognized CPUID=0x411fc272 Cortex-M7 r1p2 arch ARMv7-M

dec 20/15:20:56.408 INFO   : Debug Log(info): Set cacheable access on AHB-AP port 2 (HPROT=0xeb000000).

dec 20/15:20:56.408 INFO   : Debug Log(info): Debug resources: 8 instruction comparators, 4 data watchpoints.

dec 20/15:20:56.408 INFO   : Debug Log(info): Download completed.
dec 20/15:20:56.408 DEBUG2 : 		============== Finished loading application. Now online.
dec 20/15:20:56.439 DEBUG2 : 		>Calling _ExecDevicePreReset
dec 20/15:20:56.439 DEBUG2 : 		<Call to _ExecDevicePreReset completed successfully
dec 20/15:20:56.439 DEBUG2 : 		<Call to execUserPreReset: macro undefined
dec 20/15:20:56.439 DEBUG2 : 		-> LowLevelReset(1)
dec 20/15:20:56.439 DEBUG2 : 		->   LowLevelReset(software, delay 200)
dec 20/15:20:56.439 INFO   : Debug Log(info): LowLevelReset(software, delay 200)
dec 20/15:20:56.439 DEBUG2 : 		  core 0: IsigEmu::ParamSet('JtagInitDelay', '200,r:300')
dec 20/15:20:56.439 DEBUG2 : 		LowLevelSoftwareReset(): Core 0: CpuStatus(status = <0x1: CPU_STATUS_MPOWER>) = 0
dec 20/15:20:56.439 DEBUG2 : 		  core 0: IsigEmu::ParamSet('ResetStyle', 'SOFTWARE')
dec 20/15:20:56.439 DEBUG2 : 		Core 0: LowLevelSoftwareReset()
dec 20/15:20:56.581 DEBUG2 : 		->   LowLevelSoftwareReset(): WaitForCpuResetToComplete(core 0)
dec 20/15:20:56.596 DEBUG2 : 		  LowLevelSoftwareReset(): Core 0: CpuStatus(status = <0x1: CPU_STATUS_MPOWER>) = 0
dec 20/15:20:56.596 DEBUG2 : 		<-   LowLevelSoftwareReset(): WaitForCpuResetToComplete(core 0)
dec 20/15:20:56.800 DEBUG2 : 		->   LowLevelReset(): WaitForCpuResetToComplete(core 0)
dec 20/15:20:56.800 DEBUG2 : 		  LowLevelReset(): Core 0: CpuStatus(status = <0x1: CPU_STATUS_MPOWER>) = 0
dec 20/15:20:56.800 DEBUG2 : 		<-   LowLevelReset(): WaitForCpuResetToComplete(core 0)
dec 20/15:20:56.800 DEBUG2 : 		ISigPcSampler::GetSample(SIGAPIARM_SAMPLE_CYCLE) = 0xa034136
dec 20/15:20:56.800 DEBUG2 : 		<-   LowLevelReset(software, delay 200)
dec 20/15:20:56.800 DEBUG2 : 		<- LowLevelReset(1)
dec 20/15:20:56.800 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x10080000, 4 bytes [by 4] = [ 00 00 06 28 ])
dec 20/15:20:56.800 DEBUG2 : 		  ReadPostCache(): MemRead(core 0, 0:0x10080004, 4 bytes [by 4] = [ e1 90 0b 10 ])
dec 20/15:20:56.800 DEBUG2 : 		CpuRegSet(Core 0, SP_Main ->17) = 0x28060000 (671481856)
dec 20/15:20:56.800 DEBUG2 : 		CpuRegSet(Core 0, PC ->15) = 0x100b90e0 (269193440)
dec 20/15:20:56.800 DEBUG2 : 		CpuRegGet(Core 0, XPSR ->16) = 0x1000000 (16777216)
dec 20/15:20:56.800 DEBUG2 : 		CpuRegSet(Core 0, XPSR ->16) = 0x1000000 (16777216)
